StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65,QID1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q30,Q29,Q28,C1,C3,C4,C14,C16,C25,C26,C28,A5,A8,A17,A19,A31,A32,B10,B11,B21,B22,B34,B35,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q67,Q68,Q69,Q70,Q71,Q63,Q64,Q54,Q65,Q64,Q63,Q62,Q80,Q83,Q82,Q81,Q66,Q68,Q78,Q71,Q77,Q74,Q69,Q70,Q67
2021-11-08 10:28:19,2021-11-08 10:47:57,IP Address,131.212.248.227,100,1177,True,2021-11-08 10:47:57,R_1FzwYzgJ6cPmvYP,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,Accept,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Often (Once a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Not in the past year,Not in the past year,NEVER in my life,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Health Science,"More than 10,000 but less than 50,000 employees",On-site with the option to work remotely when needed,Lab manager,Front-line management,40-49,Bachelor degree,Female
2021-11-08 10:40:43,2021-11-08 10:56:14,IP Address,172.58.84.220,100,931,True,2021-11-08 10:56:14,R_qRfHWsVBZ0ThDxL,,,,,44.9833984375,-93.26219940185546875,anonymous,EN,Accept,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Rarely (Once a month or less),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Never,Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Almost never (A few times a year or less),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Agree,Agree,Neither Agree nor Disagree,Agree,Full-time,"Agriculture, Food & Natural Resources","More than 5,000 but less than 10,000 employees",On-site with the option to work remotely when needed,Facility Manager,Middle management,40-49,Bachelor degree,Male
2021-11-08 10:55:23,2021-11-08 11:04:05,IP Address,75.168.25.254,100,521,True,2021-11-08 11:04:05,R_3PNzYHuASyfNQR2,,,,,45.0821075439453125,-93.0829010009765625,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Rarely (Once a month or less),Very often (A few times a week),Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Business Management & Administration,Less than 10 employees,Remote work only,C.O.O.,Executive,40-49,Bachelor degree,Male
2021-11-08 10:59:47,2021-11-08 11:21:47,IP Address,18.118.56.201,100,1319,True,2021-11-08 11:21:47,R_3KDztdtlpsMDcPp,,,,,39.962493896484375,-83.006103515625,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Full-time,"Science, Technology, Engineering & Mathematics",More than 10 but less than 500 employees,Remote work only,Technical Production Specialist,Non-managerial,50-59,Graduate degree,Prefer Not to Answer
2021-11-08 11:17:46,2021-11-08 11:31:08,IP Address,71.193.95.241,100,801,True,2021-11-08 11:31:08,R_pLvfc4RRebogimR,,,,,45.1692047119140625,-93.2487030029296875,anonymous,EN,Accept,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Almost never (A few times a year or less),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Almost never (A few times a year or less),Sometimes (A few times a month),Almost never (A few times a year or less),Rarely (Once a month or less),Very often (A few times a week),Almost never (A few times a year or less),Rarely (Once a month or less),Agree,Somewhat Agree,Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,NEVER in my life,Agree,Disagree,Disagree,Disagree,Part-time,Human Services,More than 10 but less than 500 employees,On-site work only,Dietary Aide,Middle management,18-20,High school / GED,Female
2021-11-08 11:43:29,2021-11-08 11:49:13,IP Address,174.215.20.127,100,343,True,2021-11-08 11:49:13,R_3IPGNCLVt6Ua5fn,,,,,39.869293212890625,-105.00360107421875,anonymous,EN,Accept,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Always (Every day),Always (Every day),Often (Once a week),Rarely (Once a month or less),Never,Always (Every day),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",Not in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,NEVER in my life,NEVER in my life,Strongly Agree,Strongly Agree,Agree,Agree,Full-time,Education & Training,"More than 50,000 employees",On-site work only,"Hall Director ",Non-managerial,21-29,Graduate degree,Female
2021-11-08 11:42:42,2021-11-08 11:51:19,IP Address,47.12.48.22,100,517,True,2021-11-08 11:51:20,R_3eztK3xDxq1aQX6,,,,,45.57220458984375,-94.20420074462890625,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Rarely (Once a month or less),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Almost never (A few times a year or less),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,"Professor ",Front-line management,30-39,Graduate degree,Female
2021-11-08 11:52:36,2021-11-08 12:01:01,IP Address,146.115.170.83,100,505,True,2021-11-08 12:01:01,R_u2qTS6qnpoBSHux,,,,,42.365997314453125,-71.2270965576171875,anonymous,EN,Accept,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Rarely (Once a month or less),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Almost never (A few times a year or less),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Almost never (A few times a year or less),Very often (A few times a week),Rarely (Once a month or less),Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,ONCE or TWICE in the past year,Not in the past year,Not in the past year,NEVER in my life,Not in the past year,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Full-time,Education & Training,"More than 10,000 but less than 50,000 employees",Remote work with the option to work on-site,prefer not to answer-- higher ed non-teaching staff,Middle management,30-39,Graduate degree,Female
2021-11-08 11:55:04,2021-11-08 12:02:52,IP Address,71.37.17.236,100,468,True,2021-11-08 12:02:52,R_2BfASnXyFG1UXo2,,,,,45.5428009033203125,-94.187103271484375,anonymous,EN,Accept,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Often (Once a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Always (Every day),Rarely (Once a month or less),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Health Science,"More than 10,000 but less than 50,000 employees",Remote work only,"Recruiter ",Non-managerial,30-39,Bachelor degree,Female
2021-11-08 12:01:59,2021-11-08 12:10:19,IP Address,174.199.84.141,100,499,True,2021-11-08 12:10:19,R_1EYenqPgJI62LEe,,,,,44.9427032470703125,-93.28710174560546875,anonymous,EN,Accept,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Almost never (A few times a year or less),Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Never,Rarely (Once a month or less),Almost never (A few times a year or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Never,Very often (A few times a week),Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,Not in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,ONCE or TWICE in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Full-time,Finance,"More than 10,000 but less than 50,000 employees",On-site with the option to work remotely when needed,VP,Middle management,40-49,Bachelor degree,Male
